Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
14,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.3,1.3,1998,0.5170731707317073,5.5,0.07142857142857142,-0.09285714285714286,0.45520000000000005,0.4348464619492657,0.08130841121495327,0.07383177570093458,0.045283018867924525,1,1
15,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.6,6.2,1998,0.7372505543237251,6.5,0.06666666666666667,-0.04,0.44900000000000007,0.43477024567788897,0.19142402183803459,0.05158098271155596,0.06300751879699248,0,1
16,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,-3.1,-1.1,1998,0.49390243902439024,3.4000000000000004,0.0625,-0.19375,0.42240000000000005,0.27229219143576827,0.0743073047858942,0.13198992443324936,0.009876543209876543,0,1
19,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,20.0,7.3,2.6,0.8,18.7,0.081,-1.8,0.5,1998,0.6731707317073171,3.4000000000000004,0.05263157894736842,-0.09473684210526316,0.44830000000000003,0.36313505695172665,0.13171216778159464,0.04004700777436268,0.033876811594202895,0,1
20,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,-4.4,-1.3,1998,0.45934959349593496,3.8000000000000003,0.05,-0.22000000000000003,0.3308,0.3835680751173709,0.14460093896713616,0.05821596244131456,0.001769911504424779,0,0
21,CHH,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28.0,0.061,-0.8,6.3,1998,0.7479674796747967,6.8,0.047619047619047616,-0.0380952380952381,0.4455,0.45204542345054044,0.11629497879326857,0.11063985041273317,0.03804347826086957,0,1
22,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07,-2.5,-1.5,1998,0.5296167247386759,5.2,0.045454545454545456,-0.11363636363636365,0.43679999999999997,0.26361136571952337,0.2604032997250229,0.026397800183318058,0.02598684210526316,0,1
23,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-1.8,0.6,1998,0.614190687361419,4.8,0.043478260869565216,-0.0782608695652174,0.4578,0.3748806112702961,0.0750557147405285,0.1374562241324419,0.03555956678700361,0,1
24,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,0.432,0.327,0.659,16.6,5.8,2.4,1.0,3.1,0.036,-2.5,-0.5,1998,0.7591463414634146,3.4,0.041666666666666664,-0.10416666666666666,0.4127,0.3493365500603136,0.14571773220747888,0.060796139927623644,0.012449799196787148,0,0
26,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.9,-0.4,1998,0.2764227642276423,1.7,0.038461538461538464,-0.15,0.4734,0.37632978723404253,0.10638297872340426,0.047872340425531915,0.016176470588235296,0,0
28,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-4.8,-1.6,1998,0.46646341463414637,2.6,0.03571428571428571,-0.1714285714285714,0.3758,0.38110451848471016,0.1182108626198083,0.06526700136923778,-0.0058823529411764705,0,0
29,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,0.486,0.0,0.64,15.8,5.8,4.7,0.4,34.3,0.104,-2.6,-2.2,1998,0.6808943089430894,5.1000000000000005,0.034482758620689655,-0.0896551724137931,0.307,0.36668554527720093,0.2962683279843937,0.023598263167830848,0.034129353233830845,0,1
30,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051,-3.3,-0.4,1998,0.3871951219512195,2.3,0.03333333333333333,-0.10999999999999999,0.3914,0.30822444273635663,0.17140661029976942,0.04765564950038432,0.011023622047244094,0,0
1,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,33.0,15.9,8.5,2.1,109.6,0.151,2.2,37.3,1999,0.7589670014347202,10.6,1.0,2.2,0.36160000000000003,0.4820108851331997,0.2589515898023489,0.06256087081065598,0.10359168241965973,1,1
2,VAN,Steve Francis,Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6.0,54.1,0.12,2.2,22.7,1999,0.7804878048780488,11.6,0.5,1.1,0.4306,0.4828957100591716,0.14862241124260356,0.16054918639053253,0.09392361111111111,1,1
3,CHH,Baron Davis,UCLA,13,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.6,33.1,1999,0.7833020637898687,11.0,0.3333333333333333,0.8666666666666667,0.4036,0.47030637940682707,0.11132484611080022,0.21072327923894796,0.07556886227544911,1,1
4,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77.0,0.115,1.9,31.4,1999,0.8371080139372822,12.100000000000001,0.25,0.475,0.4256,0.39777784693909307,0.25081696803709813,0.11060969157511437,0.08012486992715921,1,1
6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4.0,2.4,53.3,0.127,0.7,13.6,1999,0.7939024390243903,6.4,0.16666666666666666,0.11666666666666665,0.49090000000000006,0.458557749850389,0.12976261719529225,0.07640135647316976,0.08187403993855606,1,1
7,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.2,13.2,1999,0.8022648083623694,6.5,0.14285714285714285,-0.02857142857142857,0.4481,0.5314117527656551,0.09648499610947596,0.10572076186609831,0.06818675352877307,1,1
8,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.3,33.4,1999,0.9354375896700143,10.2,0.125,0.1625,0.398,0.40424158140458927,0.11907718287473924,0.21168173239296711,0.07730061349693251,1,1
9,PHO,Shawn Marion,UNLV,16,1163,40097,17700,10101,2198,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,2.7,47.6,1999,0.8864329268292683,10.6,0.1111111111111111,0.3,0.4554,0.4414295333815497,0.25191410828740307,0.054817068608624085,0.10739466895958728,1,1
10,ATL,Jason Terry,Arizona,19,1410,42034,18881,3274,5415,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102.0,0.116,1.5,37.4,1999,0.9050064184852374,6.1,0.1,0.15000000000000002,0.4585,0.44918399390969216,0.07788932768711043,0.12882428510253605,0.07234042553191489,1,1
11,CLE,Trajan Langdon,Duke,3,119,1738,647,159,152,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.1,0.4,1999,0.483739837398374,2.6,0.09090909090909091,-0.1,0.45740000000000003,0.3722669735327963,0.09148446490218642,0.08745684695051784,0.024369747899159664,1,0
13,SEA,Corey Maggette,Duke,14,827,23358,13198,4022,1696,0.453,0.324,0.822,28.2,16.0,4.9,2.1,62.2,0.128,0.3,13.3,1999,0.7203832752613241,7.0,0.07692307692307693,0.023076923076923078,0.4383,0.5650312526757428,0.1721893997773782,0.07260895624625396,0.07521160822249093,1,1
14,MIN,William Avery,Duke,3,142,1205,379,93,199,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034,-5.6,-1.1,1999,0.5772357723577236,2.0999999999999996,0.07142857142857142,-0.39999999999999997,0.33840000000000003,0.3145228215767635,0.07717842323651453,0.16514522821576763,-0.006338028169014085,1,0
16,CHI,Metta World Peace,St. John's,17,991,31440,13058,4448,2631,0.414,0.339,0.715,31.7,13.2,4.5,2.7,61.1,0.093,1.2,25.4,1999,0.7109038737446198,7.2,0.0625,0.075,0.4141,0.41533078880407126,0.14147582697201017,0.08368320610687023,0.06165489404641776,0,1
17,ATL,Cal Bowdler,Old Dominion,3,142,1383,424,272,29,0.404,0.182,0.768,9.7,3.0,1.9,0.2,1.8,0.061,-3.2,-0.4,1999,0.5772357723577236,2.1,0.058823529411764705,-0.18823529411764706,0.3516,0.3065798987707881,0.19667389732465654,0.02096890817064353,0.01267605633802817,0,0
18,DEN,James Posey,Xavier,12,864,23260,7419,4061,1413,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,0.3,13.7,1999,0.8780487804878049,6.300000000000001,0.05555555555555555,0.016666666666666666,0.42660000000000003,0.31895958727429063,0.174591573516767,0.06074806534823732,0.059722222222222225,0,1
19,UTA,Quincy Lewis,Minnesota,4,159,1853,567,210,96,0.397,0.333,0.71,11.7,3.6,1.3,0.6,0.8,0.02,-4.9,-1.4,1999,0.4847560975609756,1.9,0.05263157894736842,-0.2578947368421053,0.4027,0.3059902860226659,0.11332973556395035,0.05180787911494873,0.005031446540880504,0,0
20,ATL,Dion Glover,Georgia Tech,6,294,6132,2407,897,455,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045,-1.8,0.3,1999,0.5975609756097561,4.6,0.05,-0.09000000000000001,0.4079,0.39253098499673844,0.14628180039138944,0.07420091324200913,0.019727891156462583,0,1
21,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,0.497,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145,-0.4,6.3,1999,0.7166979362101313,7.800000000000001,0.047619047619047616,-0.01904761904761905,0.362,0.2379047619047619,0.33320634920634923,0.04463492063492063,0.06217277486910995,0,1
22,HOU,Kenny Thomas,New Mexico,11,632,17306,5876,4341,975,0.465,0.244,0.699,27.4,9.3,6.9,1.5,31.2,0.086,-1.3,3.1,1999,0.7006651884700665,8.4,0.045454545454545456,-0.0590909090909091,0.4,0.339535421241188,0.25083785970183753,0.05633884202010863,0.049367088607594936,0,1
23,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.5,1.4,1999,0.6984478935698448,4.0,0.043478260869565216,-0.06521739130434782,0.40530000000000005,0.3026878959082349,0.16906351652114365,0.04648176682074987,0.028888888888888888,0,1
25,MIA,Tim James,Miami (FL),3,43,261,68,46,11,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0.0,-0.003,-7.0,-0.3,1999,0.17479674796747968,1.4000000000000001,0.04,-0.28,0.3629,0.26053639846743293,0.17624521072796934,0.0421455938697318,0.0,0,0
26,IND,Vonteego Cummings,Pitt,3,199,3789,1381,373,534,0.383,0.321,0.726,19.0,6.9,1.9,2.7,2.2,0.028,-2.4,-0.3,1999,0.8089430894308943,4.6,0.038461538461538464,-0.09230769230769231,0.3925,0.3644761150699393,0.0984428609131697,0.14093428345209819,0.011055276381909548,0,0
27,ATL,Jumaine Jones,Georgia,8,471,9780,3325,1987,408,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,-1.2,2.1,1999,0.7179878048780488,5.1000000000000005,0.037037037037037035,-0.04444444444444444,0.42200000000000004,0.3399795501022495,0.20316973415132925,0.04171779141104295,0.03205944798301486,0,1
28,UTA,Scott Padgett,Kentucky,8,448,5613,1874,1227,325,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,-0.4,2.3,1999,0.6829268292682927,3.4000000000000004,0.03571428571428571,-0.014285714285714285,0.42779999999999996,0.33386780687689294,0.21859967931587387,0.05790130055228933,0.029464285714285714,0,1
30,LAL,John Celestand,Villanova,1,16,185,37,11,20,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.6,-0.3,1999,0.1951219512195122,2.0,0.03333333333333333,-0.2533333333333333,0.3386,0.2,0.05945945945945946,0.10810810810810811,-0.00625,0,0
1,NJN,Kenyon Martin,Cincinnati,15,757,23134,9325,5159,1439,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.1,12.1,2000,0.6154471544715447,8.7,1.0,0.1,0.398,0.4030863663871358,0.22300510071755858,0.06220281836258321,0.06340819022457067,1,1
2,VAN,Stromile Swift,LSU,9,547,10804,4582,2535,275,0.473,0.074,0.699,19.8,8.4,4.6,0.5,21.3,0.095,-1.6,1.1,2000,0.7411924119241192,5.1,0.5,-0.8,0.336,0.424102184376157,0.2346353202517586,0.02545353572750833,0.03893967093235832,1,1
4,CHI,Marcus Fizer,Iowa State,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-3.7,-2.6,2000,0.5873983739837398,5.8,0.25,-0.925,0.363,0.46120689655172414,0.22214854111405835,0.058355437665782495,0.009342560553633219,1,1
5,ORL,Mike Miller,Florida,17,1032,27812,10973,4376,2666,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,2000,0.7403156384505022,6.800000000000001,0.2,0.16000000000000003,0.4692,0.39454192434920177,0.15734215446569827,0.09585790306342586,0.05881782945736434,1,1
6,ATL,DerMarr Johnson,Cincinnati,7,344,5930,2121,769,304,0.411,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052,-1.6,0.6,2000,0.5993031358885017,3.1,0.16666666666666666,-0.26666666666666666,0.4188,0.357672849915683,0.1296795952782462,0.051264755480607084,0.018604651162790697,1,1
7,CHI,Chris Mihm,Texas,8,436,8758,3262,2302,223,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.9,-4.3,2000,0.6646341463414634,5.8,0.14285714285714285,-0.557142857142857,0.39230000000000004,0.3724594656314227,0.2628453984928066,0.025462434345741036,0.030504587155963304,1,1
8,CLE,Jamal Crawford,Michigan,20,1327,38994,19419,2948,4541,0.41,0.348,0.862,29.4,14.6,2.2,3.4,60.7,0.075,-0.1,18.4,2000,0.8091463414634147,5.6,0.125,-0.0125,0.43039999999999995,0.49799969226034774,0.07560137457044673,0.11645381340719085,0.04574227581009797,1,1
9,HOU,Joel Przybilla,Minnesota,13,592,11733,2293,3665,256,0.552,0.0,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-1.7,0.8,2000,0.5553470919324578,6.6000000000000005,0.1111111111111111,-0.18888888888888888,0.33170000000000005,0.19543168840023864,0.3123668286030853,0.021818801670502003,0.03885135135135135,1,1
10,ORL,Keyon Dooling,Missouri,13,728,14134,5067,964,1601,0.416,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-2.0,-0.2,2000,0.6829268292682927,3.5,0.1,-0.2,0.42750000000000005,0.3584972406961936,0.0682043299844347,0.11327295882269704,0.025412087912087912,1,1
11,BOS,Jérôme Moïso,UCLA,5,145,1392,386,395,38,0.489,0.0,0.593,9.6,2.7,2.7,0.3,2.1,0.074,-2.9,-0.3,2000,0.35365853658536583,3.0,0.09090909090909091,-0.2636363636363636,0.3038,0.27729885057471265,0.28376436781609193,0.027298850574712645,0.014482758620689656,1,1
13,ORL,Courtney Alexander,Fresno State,3,187,4067,1690,409,227,0.422,0.339,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-3.7,-1.7,2000,0.7601626016260162,3.4000000000000004,0.07692307692307693,-0.28461538461538466,0.4279,0.41553970985984756,0.10056552741578559,0.05581509712318662,0.02192513368983957,1,0
14,DET,Mateen Cleaves,Michigan State,6,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-5.6,-1.7,2000,0.3394308943089431,2.9,0.07142857142857142,-0.39999999999999997,0.3741,0.32689210950080516,0.0939345142243693,0.16639828234031132,-0.004790419161676647,1,1
15,MIL,Jason Collier,Georgia Tech,5,151,2178,841,443,51,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-5.4,-1.9,2000,0.36829268292682926,3.1999999999999997,0.06666666666666667,-0.36000000000000004,0.4413,0.38613406795224975,0.2033976124885216,0.023415977961432508,0.012582781456953641,0,1
17,SEA,Desmond Mason,Oklahoma State,10,643,19641,7767,2863,1049,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.056,-2.4,-2.1,2000,0.7841463414634147,6.1,0.058823529411764705,-0.1411764705882353,0.4025,0.39544829692989153,0.14576650883356246,0.053408685912122604,0.0359253499222395,0,1
18,LAC,Quentin Richardson,DePaul,13,783,20785,8032,3666,1138,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.4,8.5,2000,0.7345215759849906,6.2,0.05555555555555555,-0.022222222222222223,0.4123,0.38643252345441426,0.17637719509261487,0.05475102237190282,0.04189016602809706,0,1
19,CHH,Jamaal Magloire,Kentucky,12,680,14621,4917,4408,386,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.1,2000,0.6910569105691057,7.1,0.05263157894736842,-0.1526315789473684,0.3039,0.33629710690103276,0.30148416660967103,0.02640038301073798,0.04073529411764706,0,1
20,PHI,Speedy Claxton,Hofstra,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.3,3.6,2000,0.5818815331010453,6.8,0.05,-0.015,0.3579,0.36218998596162844,0.0970987365465606,0.1685774450163781,0.04251497005988024,0,1
21,TOR,Morris Peterson,Michigan State,11,711,19366,7628,2483,1090,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.089,-0.4,7.6,2000,0.7882483370288248,5.0,0.047619047619047616,-0.01904761904761905,0.4355,0.3938861922957761,0.12821439636476298,0.05628420943922338,0.05021097046413502,0,1
22,NYK,Donnell Harvey,Florida,5,205,3318,1150,827,161,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.6,-0.5,2000,0.5,4.8,0.045454545454545456,-0.1181818181818182,0.33590000000000003,0.3465943339361061,0.24924653405666064,0.04852320675105485,0.022926829268292682,0,1
26,DEN,Mamadou N'Diaye,Auburn,5,69,858,262,225,8,0.427,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.101,-4.2,-0.5,2000,0.16829268292682928,3.4,0.038461538461538464,-0.16153846153846155,0.2871,0.30536130536130535,0.26223776223776224,0.009324009324009324,0.026086956521739132,0,1
28,POR,Erick Barkley,St. John's,2,27,266,77,21,40,0.356,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027,-3.7,-0.1,2000,0.16463414634146342,2.3,0.03571428571428571,-0.13214285714285715,0.3748,0.2894736842105263,0.07894736842105263,0.15037593984962405,0.007407407407407408,0,0
29,LAL,Mark Madsen,Stanford,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-4.1,-2.9,2000,0.6138211382113821,3.0,0.034482758620689655,-0.14137931034482756,0.30640000000000006,0.18275538894095594,0.2168697282099344,0.03392689784442362,0.018101545253863132,0,1
5,GSW,Jason Richardson,Michigan State,13,857,29241,14644,4245,2284,0.438,0.37,0.707,34.1,17.1,5.0,2.7,59.1,0.097,1.2,23.8,2001,0.8039399624765479,7.7,0.2,0.24,0.4377,0.5008036660852913,0.14517287370472967,0.07810950377894053,0.06896149358226371,1,1
6,MEM,Shane Battier,Duke,13,977,30004,8408,4082,1717,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,1.7,28.2,2001,0.9165103189493433,6.0,0.16666666666666666,0.2833333333333333,0.4464,0.28022930275963204,0.1360485268630849,0.057225703239568056,0.077482088024565,1,1
7,NJN,Eddie Griffin,Seton Hall,5,303,6729,2171,1744,236,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-0.4,2.8,2001,0.7390243902439024,6.6,0.14285714285714285,-0.05714285714285714,0.3816,0.3226333779164809,0.25917669787486997,0.03507207608857185,0.03597359735973597,1,1
9,DET,Rodney White,UNC Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,-2.2,-0.1,2001,0.6646341463414634,3.3000000000000003,0.1111111111111111,-0.24444444444444446,0.41250000000000003,0.45915324985092426,0.14460345855694692,0.0706618962432916,0.008256880733944955,1,0
10,BOS,Joe Johnson,Arkansas,18,1277,44236,20407,5059,5001,0.441,0.371,0.802,34.6,16.0,4.0,3.9,82.9,0.09,0.4,26.5,2001,0.8651761517615176,7.9,0.1,0.04000000000000001,0.4491,0.4613210959399584,0.11436386653404466,0.11305271724387377,0.0649177760375881,1,1
11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3.0,0.074,-1.1,0.4,2001,0.43597560975609756,3.0999999999999996,0.09090909090909091,-0.1,0.37610000000000005,0.26304909560723516,0.179328165374677,0.053229974160206715,0.02097902097902098,1,0
13,HOU,Richard Jefferson,Arizona,17,1181,34293,14904,4720,2412,0.464,0.376,0.768,29.0,12.6,4.0,2.0,83.0,0.116,0.2,19.4,2001,0.8472022955523673,6.0,0.07692307692307693,0.015384615384615385,0.45920000000000005,0.4346076458752515,0.1376374187151897,0.07033505380106728,0.07027942421676546,1,1
14,GSW,Troy Murphy,Notre Dame,12,729,19921,7860,5708,1088,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,0.1,10.6,2001,0.7408536585365854,9.3,0.07142857142857142,0.007142857142857143,0.45620000000000005,0.39455850609909143,0.28653180061241906,0.05461573214196074,0.06899862825788751,1,1
15,ORL,Steven Hunter,DePaul,8,400,5993,1817,1264,79,0.56,0.0,0.485,15.0,4.5,3.2,0.2,10.6,0.085,-2.3,-0.5,2001,0.6097560975609756,3.4000000000000004,0.06666666666666667,-0.15333333333333332,0.3285,0.3031870515601535,0.21091273152010678,0.013182045720006674,0.0265,0,1
16,CHH,Kirk Haston,Indiana,2,27,134,32,27,8,0.232,0.0,0.5,5.0,1.2,1.0,0.3,-0.5,-0.197,-13.3,-0.4,2001,0.16463414634146342,1.3,0.0625,-0.83125,0.166,0.23880597014925373,0.20149253731343283,0.05970149253731343,-0.018518518518518517,0,0
17,TOR,Michael Bradley,Villanova,5,173,2016,483,591,93,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2.0,0.047,-4.0,-1.0,2001,0.4219512195121951,3.9,0.058823529411764705,-0.23529411764705882,0.3468,0.23958333333333334,0.2931547619047619,0.046130952380952384,0.011560693641618497,0,1
18,HOU,Jason Collins,Stanford,13,735,14974,2621,2706,626,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-3.7,-6.5,2001,0.6894934333958724,4.6000000000000005,0.05555555555555555,-0.20555555555555555,0.3526,0.17503673033257647,0.1807132362762121,0.041805796714304795,0.027346938775510206,0,1
19,POR,Zach Randolph,Michigan State,17,1116,34616,18578,10208,2049,0.471,0.273,0.764,31.0,16.6,9.1,1.8,81.1,0.112,0.2,18.8,2001,0.8005738880918221,10.9,0.05263157894736842,0.010526315789473684,0.42110000000000003,0.5366882366535706,0.29489253524381787,0.05919228102611509,0.07267025089605735,0,1
20,CLE,Brendan Haywood,UNC,13,816,18680,5538,4875,442,0.528,0.0,0.587,22.9,6.8,6.0,0.5,43.8,0.113,-1.4,2.9,2001,0.7654784240150094,6.5,0.05,-0.06999999999999999,0.3227,0.29646680942184156,0.2609743040685225,0.02366167023554604,0.05367647058823529,0,1
21,BOS,Joseph Forte,UNC,2,25,125,30,17,17,0.234,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-8.6,-0.2,2001,0.1524390243902439,1.4,0.047619047619047616,-0.40952380952380946,0.197,0.24,0.136,0.136,-0.016,0,0
22,ORL,Jeryl Sasser,SMU,2,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1,2001,0.5,3.0999999999999996,0.045454545454545456,-0.11363636363636365,0.33819999999999995,0.19227144203581528,0.18001885014137606,0.06314797360980208,0.008536585365853657,0,0
23,HOU,Brandon Armstrong,Pepperdine,3,108,699,239,63,24,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-8.0,-1.0,2001,0.43902439024390244,0.8,0.043478260869565216,-0.34782608695652173,0.36920000000000003,0.3419170243204578,0.09012875536480687,0.034334763948497854,-0.005555555555555556,0,0
25,SAC,Gerald Wallace,Alabama,14,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,1.8,23.5,2001,0.7247386759581882,7.9,0.04,0.07200000000000001,0.4302,0.40164166430795356,0.19562492418422223,0.06975051554728882,0.0717548076923077,0,1
26,PHI,Samuel Dalembert,Seton Hall,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-1.1,4.6,2001,0.8311444652908068,8.3,0.038461538461538464,-0.04230769230769231,0.3643,0.3147925713757738,0.320705904093135,0.021482029012288646,0.05790067720090293,0,1
27,MEM,Jamaal Tinsley,Iowa State,11,547,14443,4652,1605,3330,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,0.0,7.1,2001,0.606430155210643,9.0,0.037037037037037035,0.0,0.3877,0.3220937478363221,0.11112649726511113,0.23056151769023056,0.03144424131627056,0,1
30,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.9,-3.7,2001,0.8726287262872628,4.6,0.03333333333333333,-0.09666666666666666,0.4262,0.22981938813122005,0.11217594299053937,0.06954171274112299,0.02142857142857143,0,1
2,CHI,Jay Williams,Duke,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.0,0.0,2002,0.9146341463414634,7.300000000000001,0.5,-1.0,0.39230000000000004,0.3640999490056094,0.09943906170321265,0.17848036715961244,0.010666666666666668,1,0
